count,city,installation_date
1,Nashville,2011
1,Hat Creek,2009
31,EL SEGUNDO,2015
81,ARVIN,2016
2,El Segundo,2006
14,Manhattan Beach,2016
11,ROBINSON RANCH,2016
2,Half Moon Bay,2014
183,SARATOGA,2015
1,Magalia,2015
1,SUN CITY,2001
12,Twentynine Palms,2016
3,Exeter,2003
1,Whitmore,2008
3,Dinuba,2005
7,WALNUT GROVE,2015
265,THOUSAND OAKS,2016
28,Templeton,2009
6,Willits,2009
13,Los Banos,2010
375,Santa Rosa,2010
16,Soledad,2017
240,CHINO HILLS,2019
1,Upper Lake,2012
2,TUSTIN,2010
27,PORTOLA VALLEY,2018
1,Clearlake Oaks,2002
17,BIGGS,2019
121,Hesperia,2017
14,La Jolla,2008
64,Downey,2016
192,YUCAIPA,2014
1,GLENDORA,2006
1,SOMERSET,2013
21,La Mesa,2007
54,FOSTER CITY,2014
79,Diamond Bar,2013
14,Calabasas,2016
4,Saint Helena,2015
1,Westport,2006
78,Gilroy,2012
2,CANTIL,2018
1,Orland,2002
2,SONOMA,2006
57,REDONDO BEACH,2014
1,Anderson,2005
4,LAKE SHERWOOD,2019
1,Keene,2004
3,Richvale,2011
25,LUCERNE,2019
3,LANDERS,2019
1,Aliso Viejo,2002
1,San Fernando,2010
6,Santa Clarita,2006
12,Corning,2013
1,Saulsalito,2015
10,FOREST RANCH,2015
1,GARDENA,2006
74,WINTERS,2019
2,MCKINLEYVILLE,2013
1,Union City,2017
57,Mill Valley,2013
2,LYTLE CREEK,2017
2,POPE VALLEY,2013
13,OCEANO,2017
26,Petaluma,2014
161,TULARE,2014
120,ROSAMOND,2018
27,WOODSIDE,2018
1,GOLD RUN,2018
3,Newberry Springs,2013
2,San Gabriel,2007
2,SAN CLEMENTE,2003
21,Santa Ynez,2010
207,LOS GATOS,2019
1,Los Osos,2016
11,Pomona,2009
1,GLENDORA,2010
2,Dewey,2005
26,BOULDER CREEK,2019
1,Silverado,2011
3,ALPAUGH,2018
49,Oakdale,2010
1,Romoland,2015
1,Stanton,2005
5,Linden,2011
611,Clovis,2013
37,Newbury Park,2016
7,Carmel Valley,2005
7,Napa,2016
2,Dos Palos,2014
39,HEALDSBURG,2017
1,Discovery Bay,2007
109,Temecula,2009
8,GREENWOOD,2015
24,QUARTZ HILL,2019
7,KERNVILLE,2016
1,La mirada,2016
15,Suisun City,2014
1,Rancho La Costa,2013
9,La Mirada,2009
22,South Pasadena,2013
231,PETALUMA,2015
1,Lakehead,2002
19,San Miguel,2018
96,KINGSBURG,2014
6,Antioch,2017
1,Ione,2004
48,OAK HILLS,2018
1,perris,2016
12,OAK VIEW,2017
1,Miramonte,2005
17,Redwood City,2014
208,SAN RAFAEL,2015
1,Whitethorn,2008
216,THOUSAND OAKS,2014
8,UPLAND,2013
1,Lagunitas,2002
1,Rimrock,2007
1134,Fresno,2013
1,Daly City,2017
83,NEWHALL,2018
46,AVENAL,2015
3,Willows,2007
4,CANOGA PARK,2019
65,Lafayette,2010
2,CANTUA CREEK,2018
3,Dixon,2002
8,MIDWAY CITY,2017
53,HIDDEN VALLEY LAKE,2018
4,Pebble Beach,2011
1,CHATSWORTH,2012
1,PENRYN,2012
1,RIMFOREST,2014
11,SAN MARCOS,2011
12,Marysville,2014
2,SANTA MONICA,2007
216,REDLANDS,2016
2,COMPTCHE,2014
6,Forestville,2004
157,Orange,2012
143,LINCOLN,2013
3,SAN GERONIMO,2017
5,Anderson,2004
1,Cutler,2010
16,Alamo,2008
11,Soquel,2005
16,MIDDLETOWN,2017
7,Calabasas,2008
1,Walnut Grove,2018
1,Rancho Santa Margarita,2003
6,Portola Valley,2001
12,East Palo Alto,2013
81,MENLO PARK,2014
38,Pomona,2012
1,LANCASTER,2001
26,Ladera Ranch,2014
13,Rancho Palos Verdes,2007
7,El Dorado,2012
2,PALO ALTO,2014
2,Nevada City,2014
4,Tracy,2002
2,Princeton,2009
225,HOLLISTER,2014
4,Grass Valley,2016
1,San Jacinto,2003
28,LAMONT,2017
2,El Toro,2013
79,San Mateo,2013
12,Rosemead,2019
275,SAN JUAN CAPO,2019
15,TEMECULA,2010
5,Ben Lomond,2012
210,SUNNYVALE,2014
1,Idyllwild,2001
16,VENTURA,2012
19,Soquel,2007
1,Lucerne Valley,2009
177,DIXON,2017
47,Milpitas,2014
1,Los Olivos,2005
77,MORGAN HILL,2013
1,Squaw Valley,2009
1,Patterson,2007
21,SANTA ROSA VALLEY,2019
204,RANCHO SANTA FE,2018
98,Santa Maria,2012
198,GRANITE BAY,2014
4,Lathrop,2015
38,Los Altos Hills,2012
1,Friant,2010
74,Nipomo,2012
1,Whitewater,2004
10,FOREST RANCH,2019
2,Philo,2014
19,Santa Ynez,2011
1,RICHGROVE,2017
2,San Luis Obispo,2000
11,Temple City,2010
1,Freedom,2005
1,Sacramento,2010
4,HIDDEN HILLS,2015
44,Orinda,2013
1,CANYON LAKE,2003
17,Cloverdale,2009
4,San Geronimo,2007
929,MANTECA,2018
12,Eureka,2006
1,Dunlap,2004
18,PICO RIVERA,2014
1,Jenner,2005
2,Bradbury,2009
56,Oak Park,2013
22,SPRINGVILLE,2015
1,LOMA MAR,2017
1,SEAL BEACH,2005
2,Comptche,2005
304,ALPINE,2016
2,La Honda,2002
5,Jamul,2003
1,MILL VALLEY,2002
1,Lake Almanor,2013
64,BALDWIN PARK,2019
47,ALTADENA,2014
1,QUAIL VALLEY,2006
196,Lincoln,2014
1,Clarksburg,2012
7,NEWPORT BEACH,2013
17,Valley Springs,2012
4,Monterey,2003
69,ORANGE COVE,2016
10,BLYTHE,2012
3,Lake Forest,2004
3,Prescott,2004
1,Willow Creek,2010
69,FOWLER,2015
239,SAN MATEO,2015
4,Meadow Vista,2007
2,Manhattan Bch,2013
1,Pala,2004
1,CALISTOGA,2001
8,Cottonwood,2005
1,BREA,2004
4,Point Arena,2010
2,Tres Pinos,2010
4,MAMMOTH LAKES,2015
2,Fall River Mills,2009
2,PALO ALTO,2015
2,Healdsburg,2015
2,INDIAN WELLS,2013
3,El Granada,2010
3,Vina,2008
1,ARCADIA,2006
7,PINE VALLEY,2013
39,Loomis,2011
3,Pilot Hill,2006
3,Lake Sherwood,2013
1,Galt,2004
40,Redondo Beach,2011
113,SOUTH SAN FRANCISCO,2016
3,Commerce,2013
1,Shandon,2012
2,RIDGECREST,2003
12,NICE,2019
2,Eureka,2015
1,LA HABRA,2012
1,Hercules,2019
176,LAKEWOOD,2017
235,LEMOORE,2017
4,LA MIRADA,2013
1,Johnson Valley,2007
1724,STOCKTON,2018
18,Lincoln,2005
1,Fulton,2008
16,Palm Desert,2006
16,Sonoma,2004
1,Rancho La Costa,2012
21,MC FARLAND,2014
3,Camino,2008
7,AHWAHNEE,2017
1,Stevinson,2012
18,Montclair,2017
210,Escondido,2011
7,Topanga,2017
37,Petaluma,2007
6,Stinson Beach,2012
36,San Leandro,2013
19,QUARTZ HILL,2018
66,Chino Hills,2010
4,Lower Lake,2006
5,El Granada,2009
19,KING CITY,2018
57,San Luis Obispo,2007
48,OAK PARK,2015
250,LAKEWOOD,2015
5,Saugus,2009
530,ROCKLIN,2014
22,Fillmore,2013
1,THOUSAND OAKS,2007
1,Campbell,2016
3,MOUNT HERMON,2014
23,Downey,2015
26,MONTEREY PARK,2014
1,Tomales,2007
3,Descanso,2013
1,SAN ARDO,2017
98,CHOWCHILLA,2017
7,BLUE LAKE,2017
33,HUNTINGTON PARK,2018
15,Mariposa,2011
31,La Jolla,2014
11,Monterey,2006
1,Modjeska Canyon,2004
2,Kensington,2003
14,Westlake Village,2017
2,La Habra,2006
1,Occidental,2012
40,MONROVIA,2014
101,Highland,2017
37,COLUSA,2014
1,Royal,2011
129,SAN DIMAS,2015
43,CALIFORNIA CITY,2014
25,Redlands,2007
3,El Macero,2012
2,RIDGECREST,2013
1,Camarillo,1999
1,Pioneertown,2010
67,SAN GABRIEL,2019
1,Taylor,2008
231,Clovis,2014
23,Penn Valley,2013
65,MONTEREY,2017
55,Westminster,2013
30,LOMPOC,2018
10,BURSON,2014
846,SALINAS,2016
1,Jenner,2010
97,NORCO,2014
40,Nevada City,2008
7,Coarsegold,2004
1,Montgomery Creek,2009
12,Hawthorne,2011
11,MONTARA,2015
3,HYDESVILLE,2017
8,Leona Valley,2014
1,Van Buren,2011
2,Sheridan,2012
18,CAPITOLA,2018
1,Fullerton,2001
27,FORTUNA,2019
362,SANTA ANA,2018
1,TRONA,2014
86,Fontana,2011
51,ESCALON,2014
6,Willits,2005
1,Glennville,2011
12,PENRYN,2013
26,Red Bluff,2011
3,CAMARILLO,2002
5,Jamestown,2006
2,Campbell,2001
8,CLEARLAKE,2014
53,Signal Hill,2014
1,Shandon,2002
3,Oak View,2008
15,San Juan Bautista,2013
29,MARINA,2019
1,AGUANGA,2010
13,HERMOSA BEACH,2016
3,SHASTA,2016
8,MILLVILLE,2014
4,STRATFORD,2014
4,Rancho Santa Margarita,2004
88,Santa Maria,2014
71,San Mateo,2012
29,CARUTHERS,2017
1,pixley,2018
2,Monte Sereno,2012
230,WALNUT,2015
1,Barstow,2002
1,Pine Grove,2004
17,LAKE ISABELLA,2018
2,Cotati,2014
1,Lee Vining,2010
1,Bradbury,2016
10,Newman,2013
3,Kingsburg,2015
1,Chester,2011
2,Pollock Pines,2010
36,SOLVANG,2015
1,LOS ALAMITOS,2009
5,Larkspur,2010
67,LAS FLORES,2019
1,Swall Meadows,2009
1,Rosemead,2007
1,Graton,2008
1,Montrose,2009
1,VALLEY ACRES,2017
1,Santa Margarita,2016
13,Burlingame,2007
3,Live Oak,2018
13,Sonora,2009
10,Diamond Bar,2009
95,ROHNERT PARK,2019
1,AUBERRY,2002
1,Oak Run,2009
7,Tuolumne,2010
4,Crowley Lake,2010
4,Felton,2005
3,LATON,2013
29,Valencia,2008
2,Laguna Woods,2007
9,Copperopolis,2012
1,Lotus,2008
3,Gustine,2016
37,Westminster,2014
19,Antioch,2007
13,Castro Valley,2003
63,NEWCASTLE,2019
1,Nuevo,2009
3,Kingsburg,2005
2,TUOLUMNE,2014
4,FARMINGTON,2019
207,CASTRO VALLEY,2018
2,Oregon House,2009
565,WOODLAND,2016
2,CARMEL,2012
2,Cathedral Cty,2014
224,Bakersfield,2009
8,Eureka,2004
3,STEVENSON RANCH,2013
4,FARMINGTON,2017
3,STINSON BEACH,2018
120,Stockton,2009
1,CALIENTE,2007
6,El Macero,2013
1,RANCHO PALOS VERDES,2005
7,Exeter,2009
172,NOVATO,2015
31,Portola Valley,2012
1,MORENO VALLEY,2004
14,Encinitas,2004
17,ETIWANDA,2019
2,Capitola,2015
28,SAN MARINO,2018
42,SUTTER CREEK,2019
7,Philo,2006
2,GREENVILLE,2016
10,Petaluma,2002
27,COPPEROPOLIS,2014
8,Paradise Valley,2006
2,Georgetown,2010
208,WEST COVINA,2019
14,THREE RIVERS,2017
19,Half Moon Bay,2013
83,Palm Springs,2011
2,SEAL BEACH,2013
124,INDIAN WELLS,2017
189,Jurupa Valley,2016
1,Waddell,2006
69,RESCUE,2017
97,EAST PALO ALTO,2016
9,GEYSERVILLE,2017
1,Emerald Hills,2010
5,Oak Run,2013
9,San Marino,2009
1,El Portal,2011
26,SAN MARINO,2016
1,OAK PARK,2010
22,Coarsegold,2012
37,Fremont,2014
19,Winters,2013
33,San Jacinto,2011
24,Woodside,2012
1,BUENA PARK,2010
182,VENTURA,2017
5,Imperial Beach,2007
6,LADERA RANCH,2007
62,MONTCLAIR,2018
62,Fillmore,2017
1,BEVERLY HILLS,2009
18,LOWER LAKE,2019
1,Glencoe,2010
41,APPLE VALLEY,2013
20,Monterey,2011
17,Coarsegold,2007
160,San Francisco,2006
2,Long Beach,2001
2,Coalinga,2005
13,Richmond,2004
2,Mendota,2018
11,PALO CEDRO,2013
44,SEAL BEACH,2018
1,PETROLIA,2017
2,FOUNTAIN VALLEY,2005
1,Kensington,2000
86,CLAYTON,2016
4,Orange,2004
4,DEL MAR,2011
5,Victorville,2005
22,Bonita,2010
10,CAMINO,2014
11,Millbrae,2009
1,Quincy,2015
5,GREENWOOD,2017
31,Windsor,2009
4,Lucerne,2010
1,Port Costa,2014
3,Rodeo,2009
2,Cornville,2004
397,Lake Elsinore,2017
1,Arvin,2009
7,Oceanside,2005
12,East Palo Alto,2012
1,Carefree,2007
50,JOSHUA TREE,2018
4,LAKE ALMANOR,2016
13,Valley Center,2016
18,Oroville,2008
1,CRESTLINE,2013
4,WILLOW CREEK,2019
56,Rancho Mirage,2010
3,Kelseyville,2015
69,ANGELS CAMP,2019
1,QUAIL VALLEY,2013
680,SANTEE,2016
2,Garden Valley,2013
9,BORON,2019
8,Ivanhoe,2017
42,GRAND TERRACE,2016
1,Oxnard,2003
3,GUALALA,2014
4,Anderson,2010
1,FULLERTON,2004
1123,CHULA VISTA,2017
1,Milpitas,2000
1,Redondo beach,2018
1,CHALLENGE,2016
2,Yolo,2013
3,Woodacre,2011
1,Middletown,2014
12,Laguna Niguel,2016
96,AGOURA HILLS,2019
1,Camptonville,2003
2,ROUND MOUNTAIN,2018
2,JENNER,2017
50,SAN GABRIEL,2018
1,FOREST FALLS,2017
1,Stevinson,2010
2,Littlerock,2015
7,POTTER VALLEY,2019
7,OJAI,2003
25,Bishop,2013
26,Fremont,2006
361,ONTARIO,2018
20,Redding,2006
1,San Pedro,2014
7,Aromas,2011
1,Gerber,2001
5,PHILO,2015
68,PINOLE,2017
47,CARMEL VALLEY,2015
1,Inyokern,2008
1,ELIZABETH LAKE,2014
2703,SAN JOSE,2019
229,Valencia,2015
1,Orinda,2018
6,Inglewood,2018
4,Corning,2005
1,Caspar,2007
1,NEWCASTLE,2005
178,REDWOOD CITY,2018
2,San Miguel,2002
28,San Mateo,2008
2,BOONVILLE,2013
3,Barstow,2006
23,Twentynine Palms,2014
4,Moraga,2004
61,Rocklin,2019
94,RIDGECREST,2017
59,EL MONTE,2018
4,EL CAJON,2008
21,Arcata,2005
9,CLAREMONT,2005
3,Cayucos,2015
1,Flintridge,2010
5,Beverly Hills,2016
1,Tupman,2014
1,Ione,2002
1,Healdsburg,2016
28,Los Gatos,2006
1,CORONA DEL MAR,2001
1,Richvale,2006
29,EARLIMART,2015
5,Lake Forest,2008
7,SANTA BARBARA,2005
5,Middletown,2009
26,CAMINO,2016
5,ROUGH AND READY,2014
6,Nevada City,2001
1,Escalon,2017
1,Royal Oaks,2009
1,Freedom,2008
11,Aptos,2005
8,Le Grand,2013
4,Mill Valley,2001
30,Monterey Park,2014
5,Angwin,2010
55,FOWLER,2017
2,Albion,2003
2,Ridgecrest,2006
43,SAN BRUNO,2014
23,Beaumont,2010
1,BAYSIDE,2013
304,NAPA,2018
16,Lakeport,2006
1,SANTA ROSA VALLEY,2008
2,Laton,2014
12,Penryn,2013
19,VALLEY CENTER,2012
3,Westlake Village,2004
1,LUCERNE VALLEY,2005
5,Sanger,2004
321,CAMARILLO,2019
17,Helendale,2013
140,Camarillo,2014
4,PIRU,2016
3,Sierra Madre,2008
166,TEHACHAPI,2015
1,Davenport,2011
414,DUBLIN,2018
42,San Leandro,2012
17,Portola Valley,2008
207,DESERT HOT SPRINGS,2018
1,Phelan,2004
13,Vallejo,2007
3,Saugus,2003
97,Orange,2014
2,Shell Beach,2012
3,LOCKWOOD,2016
1,Santa Rosa,2000
9,WARNER SPRINGS,2018
263,MORGAN HILL,2014
1,Palo Verde,2010
3,Bradley,2012
6,ANGELS CAMP,2013
56,LOS ALTOS HILLS,2014
48,LEMOORE,2013
5,Aromas,2006
67,WESTLAKE VILLAGE,2018
67,OJAI,2016
32,Joshua Tree,2013
17,Santa Maria,2017
1110,CARLSBAD,2019
1,Bishop,2004
1,Simi valley,2018
68,San Marcos,2015
1,LOCH LOMOND,2017
66,SAN YSIDRO,2018
7,El Sobrante,2014
5,Marina,2011
5,SAN DIMAS,2012
2,Altadena,2003
64,MURRIETA,2013
6,Oak Park,2010
14,Cardiff by the Sea,2009
1,TAYLORSVILLE,2017
53,San Jacinto,2019
60,Diamond Bar,2014
3,PHILO,2019
1,Prather,2014
1,Placerville,2000
3,Los Gatos,1999
1,MIDPINES,2013
40,Ventura,2010
2,Calif City,2012
1,San Francisco,1998
3,NICASIO,2015
2,COLOMA,2015
313,UPLAND,2019
37,West Covina,2011
5,Seaside,2008
9,GEORGETOWN,2019
554,LIVERMORE,2015
6,Grand Terrace,2016
1,CULVER CITY,2001
48,ROWLAND HEIGHTS,2014
2,REDWAY,2016
1,CHATSWORTH,2003
9,PACHECO,2014
2,Pixley,2018
283,Fallbrook,2018
11,OREGON HOUSE,2018
1,VICTOR,2016
87,Redlands,2011
9,KNIGHTS LANDING,2016
5,Cave Creek,2009
4,Norco,2008
133,SEBASTOPOL,2017
4,Pismo Beach,2013
3,Lemon Cove,2016
1,Rosewood,2010
1,Newbury park,2017
114,COSTA MESA,2017
22,Westlake Village,2008
104,Huntington Beach,2010
1,Ballard,2009
187,PLACENTIA,2016
8,National City,2016
9,Mojave,2013
2,Emeryville,2005
3,Philo,2011
9,WOODACRE,2015
3,CARPINTERIA,2010
1,BEVERLY HILLS,2010
3,Needles,2016
1,Tempe,2010
5,Carmel Valley,2008
10,Coto de Caza,2015
1,Weldon,2012
857,VACAVILLE,2018
7,National City,2015
6,Pomona,2008
25,Lafayette,2014
2,HESPERIA,2009
3,Boulder Creek,2004
5,Beverly Hills,2007
1,Los Altos Hills,1999
11,Glen Ellen,2008
39,Eastvale,2017
15,NEWPORT COAST,2015
1,Montclair,2018
1,CHINO,2007
1,Bonny Doon,2008
1,Quail Valley,2018
128,WATSONVILLE,2014
7,PAUMA VALLEY,2012
109,Sebastopol,2010
6,SYLMAR,2017
4,Gerber,2014
4,DILLON BEACH,2017
4,Pebble Beach,2009
3,North Fork,2009
46,CHOWCHILLA,2014
1,ROSEVILLE,2003
1,Shaver Lake,2004
7,Bellflower,2010
10,Tehachapi,2011
111,WESTMINSTER,2017
24,REDLANDS,2013
5,Lockwood,2011
5,LUCERNE,2015
3,Artesia,2014
4,Scotts Valley,2014
1,Hydesville,2006
1,Manchester,2009
7,MERIDIAN,2015
1,PLEASANTON,2005
18,Claremont,2004
1,COMMERCE,2011
22,CARPINTERIA,2017
1,DAVENPORT,2018
37,LAGUNA HILLS,2013
1,BERKELEY,2012
3,Marina,2008
7,NEWMAN,2013
1,Coalinga,2004
7,INYOKERN,2014
7,Bishop,2007
57,Rancho Palos Verdes,2014
1,BELLA VISTA,2001
12,East Palo Alto,2019
1,TWAIN,2015
81,KELSEYVILLE,2017
15,Lancaster,2008
1,COURTLAND,2019
26,UKIAH,2018
3,Newhall,2018
122,DEL MAR,2018
419,VICTORVILLE,2016
7,West Covina,2018
1,Caruthers,2004
1,Kneeland,2002
11,FRENCH CAMP,2015
124,REEDLEY,2018
97,Thousand Oaks,2011
1,SOQUEL,2004
11,OJAI,2013
3,Madison,2009
2,Canyon Cntry,2014
263,SAN DIEGO,2011
7,TERRA BELLA,2018
1,CHALFANT VALLEY,2019
116,ALTADENA,2019
1,RANCHO SANTA FE,2004
25,Oak Hills,2014
3,IDYLLWILD,2014
1,Berry Creek,2015
27,LOCKEFORD,2017
2,Beverly Hills,2004
60,Porterville,2011
9,ROUGH AND READY,2015
73,WEST COVINA,2014
2,BORON,2013
3,ROYAL OAKS,2015
15,Laguna Beach,2017
57,JURUPA VALLEY,2016
119,LA MESA,2013
13,WINTON,2014
27,CLEARLAKE OAKS,2018
1,Leona Valley,2004
30,LAWNDALE,2016
2,Bodega Bay,2007
1,Nice,2008
31,EL SEGUNDO,2019
83,LOMA LINDA,2015
15,Penryn,2011
5,Lynwood,2018
15,Clovis,2003
1,Palos Verdes Estates,2018
28,Visalia,2006
320,PITTSBURG,2016
26,Porterville,2018
177,Apple Valley,2012
1,BRIDGEPORT,2014
2,Capitola,2002
15,WILLIAMS,2014
143,OXNARD,2017
3,Pittsburg,2008
5,Ione,2005
4,BOULEVARD,2014
5,MURPHYS,2013
5,Diamond Springs,2012
9,Menlo Park,2002
37,Santa Fe Springs,2012
1,MONTEREY PARK,2013
1,HAWTHORNE,2012
21,PARLIER,2014
2,CORONA DEL MAR,2011
3,Fort Bragg,2006
308,OAKDALE,2015
26,PINON HILLS,2019
98,Porterville,2012
2,MURRIETA,2004
3,IDYLLWILD,2010
1,Kensington,2014
1,San Andreas,2015
123,Davis,2009
142,VALLEY SPRINGS,2015
1,BRENTWOOD,2003
5,Guerneville,2004
1,CAMPO,2012
10,VISALIA,2010
47,LUCERNE VALLEY,2015
4,Orland,2006
3,Robinson Ranch,2017
2,BURREL,2018
2,Armona,2012
1,ARROWBEAR LAKE,2015
1,Acampo,2017
1,Corcoran,2004
1,Miranda,2008
6,Pico Rivera,2012
32,KENTFIELD,2015
6,Rolling Hills Estates,2008
107,WALNUT,2018
2,oxnard,2017
6,PALM SPRINGS,2006
3,Palo Verde,2011
10,FOREST RANCH,2018
4,SHASTA,2018
53,Lakeside,2010
28,Aptos,2011
1,Inverness,1998
2,Clements,2008
4135,FRESNO,2019
10,Bonsall,2010
22,Rialto,2018
5,Del Rey,2012
16,Woodside,2009
32,Madera,2017
1,Placentia,2004
2,ALTADENA,2009
1,Villa Park,2005
7,Rolling Hills Estates,2011
1,Los Angeles,2003
8,Ventura,2001
4,POPE VALLEY,2014
330,Riverside,2018
8,RANCHO SANTA FE,2011
21,Tiburon,2013
2,SODA SPRINGS,2018
6,Bloomington,2018
4,Snelling,2013
2,LAKEHEAD,2016
95,PARLIER,2016
2,CANYON LAKE,2010
2,Pauma Valley,2012
8,Dana Point,2014
1,RYDE,2016
69,SOQUEL,2016
4,Barstow,2018
5,Baldwin Park,2010
1,Daly City,2002
2,Farmersville,2011
1,Annapolis,2008
7,DILLON BEACH,2018
5,Jamul,2002
4,SANTA ROSA,2005
22,Helendale,2012
579,RAMONA,2018
19,POLLOCK PINES,2018
1,SANTA ANA,2009
181,GRANITE BAY,2019
1,O'Neals,2007
126,Highland,2013
3,Woodbridge,2012
10,Capitola,2012
6,EDWARDS,2018
1,PHILO,2014
4,Groveland,2012
181,SUISUN CITY,2015
4,Ballico,2012
5,Joshua Tree,2010
1,OAKDALE,2005
4,Redondo Beach,2015
275,FULLERTON,2017
84,BAY POINT,2019
1,SOUTH PASADENA,2001
2,Grover Beach,2008
3,LEE VINING,2004
4,SANTA MONICA,2004
1,Forbestown,2004
58,SAN FERNANDO,2017
127,BELLFLOWER,2015
3,Llano,2017
10,Glendora,2015
141,LEMON GROVE,2017
186,Canyon Country,2013
5,BERRY CREEK,2014
11,Gonzales,2011
2,NORTH SAN JUAN,2015
13,Santa Paula,2013
77,Walnut Creek,2009
21,Santa Monica,2017
123,Palm Springs,2016
2,RANCHO SANTA MARGARITA,2006
1,Latrobe,2004
8,Redwood Valley,2011
1,Hoopa,2007
202,Hemet,2013
20,SOMERSET,2016
1,Fairfield,2000
1,Boron,2012
2,PINE VALLEY,2010
15,CAYUCOS,2018
1,HELENDALE,2006
49,Novato,2010
9,Orland,2007
9,LAKE HUGHES,2019
2,ROSAMOND,2011
6,TUSTIN,2012
132,CLAREMONT,2019
3,Inverness,2004
10,Lake Isabella,2017
10,Wheatland,2009
15,Chino Hills,2009
21,SHERIDAN,2016
1,Cowan Heights,2012
100,Highland,2014
1,Gualala,2008
2,WESTLEY,2014
19,Topanga,2013
2,Garden grove,2016
6,BOONVILLE,2017
121,WALNUT,2017
5,OCCIDENTAL,2014
80,FOWLER,2019
3,San Dimas,2007
1,Lee Vining,2001
277,Chula Vista,2013
8,CLEARLAKE OAKS,2015
2,Auberry,2008
296,Chino,2018
41,Gilroy,2008
2,tulare,2016
3,Nevada City,2015
9,Julian,2007
2,HOPLAND,2016
3,Canoga Park,2011
16,DIAMOND SPRINGS,2019
10,GEORGETOWN,2015
1,EDWARDS,2012
1,Orinda,2019
2,MONROVIA,2010
55,CARMEL,2017
11,Gardena,2015
45,ROMOLAND,2014
1,Oregon House,2008
1,ADELANTO,2010
1,Penn Valley,2002
38,BROWNS VALLEY,2016
7,Somis,2014
15,Corona del Mar,2011
13,Flagstaff,2006
1,AVALON,2010
19,Stevenson Ranch,2017
2,SUN CITY,2012
1,Tuolomne,2015
3,Millbrae,2003
3,Prunedale,2012
16,WINDSOR HILLS,2016
228,ADELANTO,2019
2,Westport,2008
146,GOLETA,2019
6,LOCKWOOD,2014
30,ATHERTON,2016
1,Adelanto,2008
19,Long Beach,2006
1,Casa Grande,2003
1,Arnold,2007
83,MARIPOSA,2019
99,Lincoln,2017
13,SOUTH LAGUNA,2018
1,Costa Mesa,2019
1,LA MIRADA,2009
1,San diego,2018
1,Redding,2019
3,Lake Forest,2006
3,Lawndale,2013
2,VALLECITO,2017
30,El Segundo,2013
4,Daly City,2015
65,HELENDALE,2019
7,Grand Terrace,2011
13,PEARBLOSSOM,2015
1,HIDDEN HILLS,2012
1,San Gabriel,2002
7,KELSEY,2019
132,BYRON,2018
10,Fairfax,2006
1,Oregon House,2004
34,LOS MOLINOS,2015
1,los angeles,2017
90,Napa,2010
1,Pauma Valley,2005
2,Mineral,2008
1,morongo valley,2017
95,TAFT,2015
229,WATSONVILLE,2018
6,San Martin,2008
2,LINDA,2018
430,OROVILLE,2015
1,Danville,2016
3,National City,2009
10,Roseville,2013
183,Cathedral City,2013
2,Milpitas,2003
2,POWAY,2008
153,FALLBROOK,2013
392,VALLEJO,2017
2,Earlimart,2016
1,Blue Jay,2010
7,Snelling,2012
4,Acton,2009
13,Adelanto,2014
553,FAIRFIELD,2017
12,Palo Cedro,2011
4,San Leandro,2004
19,Calistoga,2007
36,Coronado,2010
434,PLEASANTON,2018
59,Newbury Park,2014
1,Groveland,2014
55,Encinitas,2015
3,Saint Helena,2003
2,Los Molinos,2015
2,AVERY,2017
8,Orosi,2012
12,Menlo Park,2017
3,MALIBU,2009
121,DANVILLE,2013
114,COTTONWOOD,2018
3,HYDESVILLE,2016
15,Cathedral City,2007
29,San Marino,2013
2,VENTURA,2007
107,OAKLEY,2013
8,WOODSIDE,2013
5,Santa Monica,2018
19,ANAHEIM,2018
2,Marina,2007
3,Hidden Valley Lake,2008
1,Clayton,2001
40,ETIWANDA,2015
17,BISHOP,2014
1,Taylorsville,2013
1,La Palma,2008
131,WASCO,2019
48,Norwalk,2017
27,Ridgecrest,2009
2,Monrovia,2006
1,Lemon Grove,2003
5,San Bernardino,2006
2,RACKERBY,2018
430,CHINO,2015
5,ROSS,2016
5,Pismo Beach,2011
62,Rialto,2014
1,Belden,2005
4,Chatsworth,2012
2,Wittmann,2007
130,ALAMO,2014
13,BELL CANYON,2016
154,REDDING,2019
5,SAN PEDRO,2015
4,San Geronimo,2004
1,Artesia,2011
4,Jamestown,2008
2,THOUSAND OAKS,2003
5,SUTTER,2013
1026,MORENO VALLEY,2019
3,Avila Beach,2013
1,PORTERVILLE,2005
524,Fresno,2018
38,PASADENA,2016
33,ATHERTON,2017
9,Philo,2009
111,WESTMINSTER,2014
6,BOONVILLE,2018
1,SPRECKELS,2014
1,Grizzly Flats,2012
13,LOMITA,2016
20,Sonoma,2005
2,Plymouth,2006
1,Big Pine,2010
3,FERNDALE,2015
3,ELVERTA,2013
28,San Carlos,2007
59,Encinitas,2016
4,Middletown,2012
67,Sunnyvale,2007
84,Mission Viejo,2016
101,BELLFLOWER,2018
1,Canoga Park,2017
6,Wrightwood,2016
11,Redondo Beach,2008
176,Clovis,2008
2,san bernardino,2016
7,Colusa,2014
18,AHWAHNEE,2019
1,Montecito,2012
13,POMONA,2011
110,WILLIAMS,2016
85,MONROVIA,2019
2,Onyx,2012
1,MANTECA,2002
2,ACAMPO,2004
46,Hemet,2010
4,Lomita,2017
5,Woodland Hills,2013
2,Orleans,2012
46,ESPARTO,2015
